[DEBUG @ 13:20:38 | Chroma] RocketEnvironment.[0]Environment
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[0]BaseL.[0]Laser
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[0]BaseL.[0]Laser.[0]BakedBloom
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[0]BaseL.[0]Laser.[1]BoxLight
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[1]BaseR
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[1]BaseR.[0]Laser
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[1]BaseR.[0]Laser.[0]BakedBloom
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[50]RotatingLasersPair (10).[1]BaseR.[0]Laser.[1]BoxLight
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11)
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[0]BaseL
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[0]BaseL.[0]Laser
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[0]BaseL.[0]Laser.[0]BakedBloom
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[0]BaseL.[0]Laser.[1]BoxLight
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[1]BaseR
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[1]BaseR.[0]Laser
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[1]BaseR.[0]Laser.[0]BakedBloom
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[51]RotatingLasersPair (11).[1]BaseR.[0]Laser.[1]BoxLight
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[52]BakedReflectionProbe
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[53]BSBakedLightingLightWithIds
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[54]FakeMirrorSettings
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[55]BakedReflectionProbeInstaller
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[0]Mirror
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[1]Feet
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[2]Construction
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[3]RectangleFakeGlow
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[4]Frame
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[5]SaberBurnMarksParticles
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[5]SaberBurnMarksParticles.[0]SaberBurnMarkSparklePS
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[6]SaberBurnMarksArea
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[6]PlayersPlace.[7]Collider
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[7]RocketCarL
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[7]RocketCarL.[0]Shadow
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[8]RocketCarR
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[8]RocketCarR.[0]Shadow
[DEBUG @ 13:20:58 | Chroma] RocketEnvironment.[0]Environment.[9]====== DYNAMIC ======
